"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996/1997","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","753","","","","0"
"1996/1997","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","10158","","","","0"
"1996/1997","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","5305","","","","0"
"1996/1997","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4853","","","","0"
"1996/1997","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","8072","","","","0"
"1996/1997","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","4230","","","","0"
"1996/1997","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3842","","","","0"
"1996/1997","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","82914","","","","0"
"1996/1997","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","42767","","","","0"
"1996/1997","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","40147","","","","0"
"1996/1997","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","136335","","","","0"
"1996/1997","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","70011","","","","0"
"1996/1997","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","66324","","","","0"
"1996/1997","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","15009","","","","0"
"1996/1997","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7754","","","","0"
"1996/1997","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7255","","","","0"
"1996/1997","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","13114","","","","0"
"1996/1997","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6761","","","","0"
"1996/1997","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","6353","","","","0"
"1996/1997","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","37250","","","","0"
"1996/1997","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","19406","","","","0"
"1996/1997","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","17844","","","","0"
"1996/1997","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","45314","","","","0"
"1996/1997","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23322","","","","0"
"1996/1997","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21992","","","","0"
"1996/1997","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","469","","","","0"
"1996/1997","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","252","","","","0"
"1996/1997","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","217","","","","0"
"1996/1997","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","774","","","","0"
"1996/1997","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","403","","","","0"
"1996/1997","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","371","","","","0"
"1996/1997","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","746","","","","0"
"1996/1997","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","381","","","","0"
"1996/1997","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","365","","","","0"
"1997/1998","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","345123","","","","0"
"1997/1998","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","176597","","","","0"
"1997/1998","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","168526","","","","0"
"1997/1998","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","5245","","","","0"
"1997/1998","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2710","","","","0"
"1997/1998","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2535","","","","0"
"1997/1998","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1530","","","","0"
"1997/1998","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","755","","","","0"
"1997/1998","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","775","","","","0"
"1997/1998","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","9843","","","","0"
"1997/1998","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","5047","","","","0"
"1997/1998","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4796","","","","0"
"1997/1998","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7952","","","","0"
"1997/1998","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","4081","","","","0"
"1997/1998","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3871","","","","0"
"1997/1998","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","77395","","","","0"
"1997/1998","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","39726","","","","0"
"1997/1998","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","37669","","","","0"
"1997/1998","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","133240","","","","0"
"1997/1998","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","68299","","","","0"
"1997/1998","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","64941","","","","0"
"1997/1998","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","14414","","","","0"
"1997/1998","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7429","","","","0"
"1997/1998","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6985","","","","0"
"1997/1998","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","12711","","","","0"
"1997/1998","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6419","","","","0"
"1997/1998","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","6292","","","","0"
"1997/1998","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","37369","","","","0"
"1997/1998","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","19005","","","","0"
"1997/1998","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","18364","","","","0"
"1997/1998","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43587","","","","0"
"1997/1998","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22204","","","","0"
"1997/1998","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21383","","","","0"
"1997/1998","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","421","","","","0"
"1997/1998","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","212","","","","0"
"1997/1998","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","209","","","","0"
"1997/1998","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","681","","","","0"
"1997/1998","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","340","","","","0"
"1997/1998","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","341","","","","0"
"1997/1998","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","735","","","","0"
"1997/1998","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","370","","","","0"
"1997/1998","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","365","","","","0"
"1998/1999","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","338295","","","","0"
"1998/1999","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","173349","","","","0"
"1998/1999","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","164946","","","","0"
"1998/1999","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4899","","","","0"
"1998/1999","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2501","","","","0"
"1998/1999","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2398","","","","0"
"1998/1999","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1539","","","","0"
"1998/1999","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","797","","","","0"
"1998/1999","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","742","","","","0"
"1998/1999","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","9490","","","","0"
"1998/1999","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4865","","","","0"
"1998/1999","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4625","","","","0"
"1998/1999","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7674","","","","0"
"1998/1999","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3928","","","","0"
"1998/1999","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3746","","","","0"
"1998/1999","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","74292","","","","0"
"1998/1999","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","37918","","","","0"
"1998/1999","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","36374","","","","0"
"1998/1999","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","130789","","","","0"
"1998/1999","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","66975","","","","0"
"1998/1999","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","63814","","","","0"
"1998/1999","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","14473","","","","0"
"1998/1999","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7482","","","","0"
"1998/1999","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6991","","","","0"
"1998/1999","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","12677","","","","0"
"1998/1999","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6494","","","","0"
"1998/1999","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","6183","","","","0"
"1998/1999","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","38154","","","","0"
"1998/1999","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","19592","","","","0"
"1998/1999","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","18562","","","","0"
"1998/1999","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","42587","","","","0"
"1998/1999","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","21911","","","","0"
"1998/1999","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","20676","","","","0"
"1998/1999","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","402","","","","0"
"1998/1999","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","200","","","","0"
"1998/1999","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","202","","","","0"
"1998/1999","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","656","","","","0"
"1998/1999","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","338","","","","0"
"1998/1999","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","318","","","","0"
"1998/1999","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","663","","","","0"
"1998/1999","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","348","","","","0"
"1998/1999","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","315","","","","0"
"1999/2000","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","336912","","","","0"
"1999/2000","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","172823","","","","0"
"1999/2000","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","164089","","","","0"
"1999/2000","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","5060","","","","0"
"1999/2000","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2615","","","","0"
"1999/2000","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2445","","","","0"
"1999/2000","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1529","","","","0"
"1999/2000","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","761","","","","0"
"1999/2000","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","768","","","","0"
"1999/2000","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","9514","","","","0"
"1999/2000","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4827","","","","0"
"1999/2000","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4687","","","","0"
"1999/2000","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7651","","","","0"
"1999/2000","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3930","","","","0"
"1999/2000","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3721","","","","0"
"1999/2000","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","73900","","","","0"
"1999/2000","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","38072","","","","0"
"1999/2000","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","35828","","","","0"
"1999/2000","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","131083","","","","0"
"1999/2000","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","67299","","","","0"
"1999/2000","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","63784","","","","0"
"1999/2000","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","14431","","","","0"
"1999/2000","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7366","","","","0"
"1999/2000","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7065","","","","0"
"1999/2000","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","12524","","","","0"
"1999/2000","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6351","","","","0"
"1999/2000","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","6173","","","","0"
"1999/2000","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","37836","","","","0"
"1999/2000","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","19252","","","","0"
"1999/2000","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","18584","","","","0"
"1999/2000","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","41605","","","","0"
"1999/2000","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","21440","","","","0"
"1999/2000","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","20165","","","","0"
"1999/2000","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","366","","","","0"
"1999/2000","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","187","","","","0"
"1999/2000","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","179","","","","0"
"1999/2000","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","659","","","","0"
"1999/2000","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","329","","","","0"
"1999/2000","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","330","","","","0"
"1999/2000","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","754","","","","0"
"1999/2000","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","394","","","","0"
"1999/2000","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","360","","","","0"
"2000/2001","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","327487","","","","0"
"2000/2001","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","168247","","","","0"
"2000/2001","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","159240","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4733","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2453","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2280","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1381","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","737","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","644","","","","0"
"2000/2001","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8942","","","","0"
"2000/2001","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4607","","","","0"
"2000/2001","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4335","","","","0"
"2000/2001","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7203","","","","0"
"2000/2001","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3658","","","","0"
"2000/2001","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3545","","","","0"
"2000/2001","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","71825","","","","0"
"2000/2001","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","36946","","","","0"
"2000/2001","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","34879","","","","0"
"2000/2001","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","128092","","","","0"
"2000/2001","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","65972","","","","0"
"2000/2001","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","62120","","","","0"
"2000/2001","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","13941","","","","0"
"2000/2001","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7196","","","","0"
"2000/2001","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6745","","","","0"
"2000/2001","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","12087","","","","0"
"2000/2001","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6143","","","","0"
"2000/2001","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","5944","","","","0"
"2000/2001","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","37202","","","","0"
"2000/2001","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","18993","","","","0"
"2000/2001","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","18209","","","","0"
"2000/2001","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","40363","","","","0"
"2000/2001","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","20675","","","","0"
"2000/2001","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","19688","","","","0"
"2000/2001","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","349","","","","0"
"2000/2001","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","172","","","","0"
"2000/2001","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","177","","","","0"
"2000/2001","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","658","","","","0"
"2000/2001","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","323","","","","0"
"2000/2001","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","335","","","","0"
"2000/2001","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","711","","","","0"
"2000/2001","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","372","","","","0"
"2000/2001","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","339","","","","0"
"2001/2002","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","329131","","","","0"
"2001/2002","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","168668","","","","0"
"2001/2002","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","160463","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4640","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2344","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2296","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1313","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","642","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","671","","","","0"
"2001/2002","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8763","","","","0"
"2001/2002","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4455","","","","0"
"2001/2002","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4308","","","","0"
"2001/2002","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6971","","","","0"
"2001/2002","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3587","","","","0"
"2001/2002","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3384","","","","0"
"2001/2002","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","72608","","","","0"
"2001/2002","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","37201","","","","0"
"2001/2002","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","35407","","","","0"
"2001/2002","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","129823","","","","0"
"2001/2002","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","66576","","","","0"
"2001/2002","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","63247","","","","0"
"2001/2002","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","13749","","","","0"
"2001/2002","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7086","","","","0"
"2001/2002","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6663","","","","0"
"2001/2002","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","11999","","","","0"
"2001/2002","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6158","","","","0"
"2001/2002","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","5841","","","","0"
"2001/2002","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","37613","","","","0"
"2001/2002","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","19167","","","","0"
"2001/2002","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","18446","","","","0"
"2001/2002","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","39933","","","","0"
"2001/2002","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","20584","","","","0"
"2001/2002","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","19349","","","","0"
"2001/2002","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","344","","","","0"
"2001/2002","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","182","","","","0"
"2001/2002","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","162","","","","0"
"2001/2002","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","659","","","","0"
"2001/2002","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","322","","","","0"
"2001/2002","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","337","","","","0"
"2001/2002","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","716","","","","0"
"2001/2002","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","364","","","","0"
"2001/2002","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","352","","","","0"
"2002/2003","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","331640","","","","0"
"2002/2003","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","170024","","","","0"
"2002/2003","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","161616","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4598","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2297","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2301","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1374","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","662","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","712","","","","0"
"2002/2003","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8676","","","","0"
"2002/2003","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4449","","","","0"
"2002/2003","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4227","","","","0"
"2002/2003","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7104","","","","0"
"2002/2003","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3583","","","","0"
"2002/2003","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3521","","","","0"
"2002/2003","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","72282","","","","0"
"2002/2003","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","37195","","","","0"
"2002/2003","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","35087","","","","0"
"2002/2003","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","130283","","","","0"
"2002/2003","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","66760","","","","0"
"2002/2003","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","63523","","","","0"
"2002/2003","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","13767","","","","0"
"2002/2003","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7069","","","","0"
"2002/2003","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6698","","","","0"
"2002/2003","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","11803","","","","0"
"2002/2003","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6064","","","","0"
"2002/2003","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","5739","","","","0"
