"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1977/1978","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7992","","","","0"
"1977/1978","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","34728","","","","0"
"1977/1978","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","18007","","","","0"
"1977/1978","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","16721","","","","0"
"1977/1978","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","36679","","","","0"
"1977/1978","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","18901","","","","0"
"1977/1978","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","17778","","","","0"
"1977/1978","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","446","","","","0"
"1977/1978","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","223","","","","0"
"1977/1978","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","223","","","","0"
"1977/1978","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1202","","","t","0"
"1977/1978","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","596","","","t","0"
"1977/1978","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","606","","","t","0"
"1978/1979","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","362432","","","","0"
"1978/1979","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","186302","","","","0"
"1978/1979","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","176130","","","","0"
"1978/1979","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","10110","","","","0"
"1978/1979","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","5218","","","","0"
"1978/1979","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","4892","","","","0"
"1978/1979","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","2053","","","","0"
"1978/1979","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","1047","","","","0"
"1978/1979","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","1006","","","","0"
"1978/1979","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12608","","","","0"
"1978/1979","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6441","","","","0"
"1978/1979","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6167","","","","0"
"1978/1979","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","10733","","","","0"
"1978/1979","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5521","","","","0"
"1978/1979","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","5212","","","","0"
"1978/1979","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","95875","","","","0"
"1978/1979","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","49462","","","","0"
"1978/1979","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","46413","","","","0"
"1978/1979","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","121719","","","","0"
"1978/1979","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","62535","","","","0"
"1978/1979","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","59184","","","","0"
"1978/1979","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16332","","","","0"
"1978/1979","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8321","","","","0"
"1978/1979","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8011","","","","0"
"1978/1979","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","16813","","","","0"
"1978/1979","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8693","","","","0"
"1978/1979","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8120","","","","0"
"1978/1979","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","36422","","","","0"
"1978/1979","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","18687","","","","0"
"1978/1979","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","17735","","","","0"
"1978/1979","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","38045","","","","0"
"1978/1979","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","19501","","","","0"
"1978/1979","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","18544","","","","0"
"1978/1979","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","490","","","","0"
"1978/1979","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","245","","","","0"
"1978/1979","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","245","","","","0"
"1978/1979","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1232","","","t","0"
"1978/1979","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","631","","","t","0"
"1978/1979","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","601","","","t","0"
"1979/1980","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","367286","","","","0"
"1979/1980","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","188839","","","","0"
"1979/1980","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","178447","","","","0"
"1979/1980","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","10291","","","","0"
"1979/1980","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","5247","","","","0"
"1979/1980","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","5044","","","","0"
"1979/1980","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1935","","","","0"
"1979/1980","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","1008","","","","0"
"1979/1980","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","927","","","","0"
"1979/1980","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12420","","","","0"
"1979/1980","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6422","","","","0"
"1979/1980","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","5998","","","","0"
"1979/1980","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","10806","","","","0"
"1979/1980","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5590","","","","0"
"1979/1980","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","5216","","","","0"
"1979/1980","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","98355","","","","0"
"1979/1980","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","50852","","","","0"
"1979/1980","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","47503","","","","0"
"1979/1980","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","121954","","","","0"
"1979/1980","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","62390","","","","0"
"1979/1980","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","59564","","","","0"
"1979/1980","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","15967","","","","0"
"1979/1980","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8302","","","","0"
"1979/1980","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7665","","","","0"
"1979/1980","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","16906","","","","0"
"1979/1980","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8668","","","","0"
"1979/1980","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8238","","","","0"
"1979/1980","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","37917","","","","0"
"1979/1980","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","19528","","","","0"
"1979/1980","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","18389","","","","0"
"1979/1980","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","38918","","","","0"
"1979/1980","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","19919","","","","0"
"1979/1980","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","18999","","","","0"
"1979/1980","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","487","","","","0"
"1979/1980","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","258","","","","0"
"1979/1980","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","229","","","","0"
"1979/1980","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1330","","","t","0"
"1979/1980","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","655","","","t","0"
"1979/1980","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","675","","","t","0"
"1980/1981","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","372139","","","","0"
"1980/1981","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","190905","","","","0"
"1980/1981","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","181234","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","10325","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","5255","","","","0"
"1980/1981","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","5070","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1903","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","979","","","","0"
"1980/1981","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","924","","","","0"
"1980/1981","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12118","","","","0"
"1980/1981","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6065","","","","0"
"1980/1981","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6053","","","","0"
"1980/1981","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","10603","","","","0"
"1980/1981","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5472","","","","0"
"1980/1981","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","5131","","","","0"
"1980/1981","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","96725","","","","0"
"1980/1981","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","49760","","","","0"
"1980/1981","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","46965","","","","0"
"1980/1981","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","123213","","","","0"
"1980/1981","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","63203","","","","0"
"1980/1981","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","60010","","","","0"
"1980/1981","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16058","","","","0"
"1980/1981","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8191","","","","0"
"1980/1981","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7867","","","","0"
"1980/1981","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","17201","","","","0"
"1980/1981","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8939","","","","0"
"1980/1981","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8262","","","","0"
"1980/1981","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","41343","","","","0"
"1980/1981","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","21305","","","","0"
"1980/1981","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20038","","","","0"
"1980/1981","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","40882","","","","0"
